timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
1719792000000,3436.72,3444.54,3430.93,3442.07,52328.415,1719795599999,179893282.55808,71053,26473.353,91018396.13383,0
1719795600000,3442.07,3519.66,3438.76,3517.57,276932.395,1719799199999,966510945.84502,293247,155208.197,541600608.55383,0
1719799200000,3517.58,3524.16,3488.68,3501.57,140445.101,1719802799999,492301751.74412,154654,61752.867,216490603.00219,0
1719802800000,3501.58,3507.39,3493.42,3497.27,53887.157,1719806399999,188629940.50003,77758,25623.561,89707493.68779,0
1719806400000,3497.27,3498.46,3483.27,3485.28,53155.715,1719809999999,185515880.51562,69717,24576.073,85780100.07705,0
1719810000000,3485.28,3493.19,3483.56,3489.91,50674.986,1719813599999,176754961.29201,65578,29747.242,103761526.88612,0
1719813600000,3489.91,3492.40,3483.01,3487.27,32728.134,1719817199999,114125282.98044,44103,16843.649,58736252.53989,0
1719817200000,3487.28,3493.18,3484.70,3489.25,30731.629,1719820799999,107220663.64737,47041,15200.654,53035723.50768,0
1719820800000,3489.25,3494.18,3472.42,3482.95,86029.014,1719824399999,299538963.26338,106792,42115.279,146629581.51967,0
1719824400000,3482.95,3488.37,3475.16,3480.90,43327.243,1719827999999,150816490.45047,61837,20845.242,72563012.50626,0
1719828000000,3480.91,3482.86,3465.00,3468.39,50174.001,1719831599999,174225760.03816,69165,22957.912,79735469.30572,0
1719831600000,3468.40,3470.00,3456.71,3459.06,57221.199,1719835199999,198108696.32534,86997,28333.394,98096585.95066,0
1719835200000,3459.07,3476.36,3457.94,3471.38,65267.652,1719838799999,226394204.03431,89570,35766.250,124056469.42949,0
1719838800000,3471.37,3481.00,3451.34,3459.81,108401.659,1719842399999,375743655.46512,152623,54701.997,189660260.47325,0
1719842400000,3459.84,3471.84,3452.27,3468.12,84177.143,1719845999999,291353407.61520,135479,45535.320,157624524.85818,0
1719846000000,3468.11,3477.96,3463.04,3473.86,58992.807,1719849599999,204786473.46396,94220,31430.492,109121352.46519,0
1719849600000,3473.87,3476.06,3462.48,3466.47,51717.475,1719853199999,179405746.94909,84379,22516.183,78114078.50958,0
1719853200000,3466.47,3492.52,3460.79,3490.23,68927.501,1719856799999,239796512.75803,95498,39557.867,137631434.89577,0
1719856800000,3490.24,3498.91,3470.41,3481.05,89331.040,1719860399999,311230697.82836,114592,44600.628,155385784.01682,0
1719860400000,3481.02,3485.73,3466.65,3470.09,47366.712,1719863999999,164621744.53058,71980,20221.166,70281723.84448,0
1719864000000,3470.09,3475.00,3463.84,3465.11,26143.957,1719867599999,90708131.36996,37992,10617.185,36841510.08776,0
1719867600000,3465.11,3467.36,3452.30,3458.36,33642.865,1719871199999,116367096.98602,49076,15090.613,52199796.22686,0
1719871200000,3458.37,3460.45,3420.00,3442.23,125846.094,1719874799999,432649215.16701,140130,55714.388,191523254.73029,0
1719874800000,3442.22,3446.00,3435.24,3440.46,37446.426,1719878399999,128833109.06760,55064,17576.925,60475574.59015,0
1719878400000,3440.47,3445.85,3432.66,3442.55,40116.517,1719881999999,138026604.88389,65754,22742.777,78252703.90694,0
1719882000000,3442.55,3448.99,3440.41,3447.40,31207.463,1719885599999,107537134.88031,49861,16990.074,58541553.63877,0
1719885600000,3447.40,3455.40,3445.25,3450.00,27868.939,1719889199999,96138050.53341,56368,15088.325,52049770.12351,0
1719889200000,3450.00,3463.84,3449.24,3455.68,33139.522,1719892799999,114529370.77947,55592,17357.724,59991191.03670,0
1719892800000,3455.68,3463.65,3452.29,3453.19,41927.080,1719896399999,145003070.06157,52546,20101.944,69531177.47929,0
1719896400000,3453.18,3460.35,3453.16,3458.15,21360.293,1719899999999,73845828.66417,31091,11634.435,40221966.59353,0
1719900000000,3458.14,3458.64,3446.10,3448.28,45079.563,1719903599999,155582438.09146,56544,20579.359,71028296.35550,0
1719903600000,3448.28,3448.28,3433.08,3438.35,66079.071,1719907199999,227332165.68014,85421,31589.100,108681795.93874,0
1719907200000,3438.35,3446.48,3431.68,3441.00,73858.836,1719910799999,254097320.78847,80426,41473.894,142687609.03406,0
1719910800000,3441.00,3451.98,3440.00,3445.63,31628.106,1719914399999,109009561.28320,49895,16730.735,57666340.06245,0
1719914400000,3445.63,3453.50,3441.00,3451.28,35598.826,1719917999999,122758361.64207,49883,18565.795,64026102.48223,0
1719918000000,3451.28,3454.32,3446.38,3452.13,26902.227,1719921599999,92842277.01878,39754,12372.025,42701534.24839,0
1719921600000,3452.13,3459.14,3446.12,3450.31,41612.233,1719925199999,143657666.93714,64549,19072.301,65842467.17108,0
1719925200000,3450.32,3463.07,3430.00,3437.35,95425.949,1719928799999,328952297.06961,137161,45152.551,155690654.92972,0
1719928800000,3437.36,3441.66,3399.22,3408.97,285739.226,1719932399999,975934533.13736,302959,122642.415,418901230.26700,0
1719932400000,3408.97,3419.12,3405.65,3414.68,58731.330,1719935999999,200463020.82537,95827,30240.076,103238609.40041,0
1719936000000,3414.68,3416.97,3407.40,3414.44,36718.199,1719939599999,125295182.59698,60100,16601.116,56655917.08779,0
1719939600000,3414.44,3423.92,3412.30,3423.90,31493.400,1719943199999,107636427.74285,46773,19553.412,66834058.89039,0
1719943200000,3423.89,3433.32,3423.04,3429.32,53281.379,1719946799999,182729135.48461,56724,31036.712,106432318.13524,0
1719946800000,3429.31,3431.63,3410.58,3414.95,50468.008,1719950399999,172644471.94068,67601,22526.741,77077762.60300,0
1719950400000,3414.94,3422.41,3412.39,3419.80,24017.261,1719953999999,82090255.03763,41356,15319.918,52366255.85658,0
1719954000000,3419.80,3428.00,3416.36,3420.20,18523.617,1719957599999,63398999.33457,38761,10313.979,35306679.72732,0
1719957600000,3420.20,3425.38,3417.02,3423.21,21666.997,1719961199999,74136534.86751,33895,9628.539,32946660.10216,0
1719961200000,3423.21,3427.36,3420.00,3420.43,21949.272,1719964799999,75146927.86638,34701,10901.066,37321828.26906,0
1719964800000,3420.43,3431.36,3419.42,3423.19,34469.955,1719968399999,118080009.36931,53404,14705.461,50374671.29080,0
1719968400000,3423.18,3424.98,3375.56,3392.89,152471.823,1719971999999,518393038.96426,183244,65288.751,222012063.56390,0
1719972000000,3392.89,3393.88,3370.06,3380.76,111164.458,1719975599999,376050570.35975,144887,50768.411,171766507.28635,0
1719975600000,3380.80,3381.86,3328.01,3359.36,243028.999,1719979199999,815380183.91735,234830,107859.697,361803704.73955,0
1719979200000,3359.36,3361.71,3351.38,3360.01,57277.868,1719982799999,192249281.29839,75274,28501.934,95673238.98047,0
1719982800000,3360.00,3367.80,3357.58,3367.55,40145.908,1719986399999,134975387.46034,51875,21058.733,70802853.17736,0
1719986400000,3367.56,3372.09,3365.10,3370.00,42414.114,1719989999999,142873439.89014,49570,21876.763,73696934.69192,0
1719990000000,3370.00,3370.00,3351.05,3351.11,59129.448,1719993599999,198563191.79136,71229,24052.281,80746993.33377,0
1719993600000,3351.10,3356.09,3333.00,3338.31,103876.499,1719997199999,347554286.14820,123527,48132.946,161056452.12487,0
1719997200000,3338.31,3351.31,3334.44,3340.78,57592.872,1720000799999,192612177.30311,90234,29613.605,99041944.42885,0
1720000800000,3340.79,3341.51,3281.00,3312.69,331239.439,1720004399999,1095863397.15361,336808,145491.994,481298575.64038,0
1720004400000,3312.69,3312.70,3290.16,3306.07,99630.070,1720007999999,329090683.73056,132807,52810.297,174477857.48868,0
1720008000000,3306.07,3306.65,3272.92,3288.99,160669.209,1720011599999,528296169.77794,183768,76398.207,251238002.85283,0
1720011600000,3288.99,3319.28,3280.57,3316.60,143826.215,1720015199999,475056045.87963,181291,73856.726,243943564.80564,0
1720015200000,3316.59,3325.54,3304.72,3305.77,110083.286,1720018799999,364913917.90621,123021,50914.083,168788700.34939,0
1720018800000,3305.76,3317.10,3292.54,3302.59,105354.012,1720022399999,348226484.50281,121380,50003.114,165265938.21111,0
1720022400000,3302.59,3321.31,3295.74,3314.03,67244.498,1720025999999,222627972.82975,100401,35496.432,117521412.02236,0
1720026000000,3314.04,3316.28,3291.31,3302.38,50411.566,1720029599999,166548522.45756,73280,25905.178,85567006.47477,0
